sample_order,dataset_index,label,channel,channel_index,shap_value,feature_value
32,174557,-1,Feature 3,2,-0.06437263499069394,1.0768589973449707
32,174557,-1,Feature 4,3,-0.01714587662889815,1.1489460468292236
32,174557,-1,Feature 5,4,0.014607468819866189,-0.1137830913066864
32,174557,-1,FIS,5,0.012910177786073779,-0.3556111454963684
32,174557,-1,Ag,6,0.0028132715605866917,-0.13461263477802277
32,174557,-1,As,7,0.011535383973900092,-0.15902233123779297
32,174557,-1,Au,8,-0.01512486407854158,-0.210889533162117
32,174557,-1,Cu,9,0.020180004373154488,-0.18276020884513855
32,174557,-1,Sb,10,0.011678475074784974,-0.1022241935133934
32,174557,-1,ΔT,11,0.00011924542168863205,-0.8192143440246582
33,257257,-1,Feature 1,0,0.038743311835112676,-0.9937018156051636
33,257257,-1,Feature 2,1,-0.0382748139769759,-0.5222382545471191
33,257257,-1,Feature 3,2,0.03432108407018035,-0.4943294823169708
33,257257,-1,Feature 4,3,0.02172256499985847,-0.4334259629249573
33,257257,-1,Feature 5,4,-0.01550809747104045,0.6286988258361816
33,257257,-1,FIS,5,-0.0026854843246676835,-0.5861963033676147
33,257257,-1,Ag,6,0.0001307513619971727,-0.2622245252132416
33,257257,-1,As,7,-0.010727530345385228,-0.5447975993156433
33,257257,-1,Au,8,-0.027863905237755306,-0.2516976296901703
33,257257,-1,Cu,9,0.006636656763609002,0.19502103328704834
33,257257,-1,Sb,10,0.02078441321603137,-0.45695960521698
